time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-06 00:00:00+00:00,13,5,0,0
2026-05-07 00:00:00+00:00,16,5,0,0
2026-05-08 00:00:00+00:00,16,6,0,0
2026-05-09 00:00:00+00:00,21,7,0,0
2026-05-10 00:00:00+00:00,7,3,0,0
2026-05-11 00:00:00+00:00,28,7,0,0
2026-05-12 00:00:00+00:00,25,8,0,0
2026-05-13 00:00:00+00:00,20,8,0,0
2026-05-14 00:00:00+00:00,34,7,0,0
2026-05-15 00:00:00+00:00,31,10,0,0
2026-05-16 00:00:00+00:00,12,7,0,0
2026-05-17 00:00:00+00:00,13,5,0,0
2026-05-18 00:00:00+00:00,34,12,0,0
2026-05-19 00:00:00+00:00,24,6,0,0
