time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-25 00:00:00+00:00,70,26,0,0
2026-04-26 00:00:00+00:00,26,7,0,0
2026-04-27 00:00:00+00:00,10,4,0,0
2026-04-28 00:00:00+00:00,20,5,0,0
2026-04-29 00:00:00+00:00,49,12,0,0
2026-04-30 00:00:00+00:00,37,12,0,0
2026-05-01 00:00:00+00:00,43,9,0,0
2026-05-02 00:00:00+00:00,52,13,0,0
2026-05-03 00:00:00+00:00,34,12,0,0
2026-05-04 00:00:00+00:00,27,7,0,0
2026-05-05 00:00:00+00:00,55,14,0,0
2026-05-06 00:00:00+00:00,13,5,0,0
2026-05-07 00:00:00+00:00,16,5,0,0
2026-05-08 00:00:00+00:00,16,6,0,0
